path	nvars	sumw	maxw	mean_w	bw_mean_w
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.gen_operation_groups[3].i_opgroup_block.gen_parallel_slices[3]	2	2	1	1.00	1.00
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.gen_operation_groups[3].i_opgroup_block.gen_parallel_slices[4]	2	2	1	1.00	1.00
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.gen_operation_groups[3].i_opgroup_block.i_arbiter	75	1510	280	20.13	97.46
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.gen_operation_groups[3].i_opgroup_block.i_arbiter.gen_arbiter	58	1150	280	19.83	89.06
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.gen_operation_groups[3].i_opgroup_block.i_arbiter.gen_arbiter.gen_int_rr	30	340	32	11.33	23.78
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.gen_operation_groups[3].i_opgroup_block.i_arbiter.gen_arbiter.gen_int_rr.gen_fair_arb	29	337	32	11.62	23.96
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.gen_operation_groups[3].i_opgroup_block.i_arbiter.gen_arbiter.gen_int_rr.gen_fair_arb.i_lzc_lower	11	158	32	14.36	25.30
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.gen_operation_groups[3].i_opgroup_block.i_arbiter.gen_arbiter.gen_int_rr.gen_fair_arb.i_lzc_lower.gen_lzc	5	84	32	16.80	22.79
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.gen_operation_groups[3].i_opgroup_block.i_arbiter.gen_arbiter.gen_int_rr.gen_fair_arb.i_lzc_upper	11	158	32	14.36	25.30
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.gen_operation_groups[3].i_opgroup_block.i_arbiter.gen_arbiter.gen_int_rr.gen_fair_arb.i_lzc_upper.gen_lzc	5	84	32	16.80	22.79
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.gen_operation_groups[3].i_opgroup_block.i_arbiter.gen_arbiter.gen_levels[0]	3	65	32	21.67	31.52
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.gen_operation_groups[3].i_opgroup_block.i_arbiter.gen_arbiter.gen_levels[0].gen_level[0]	3	65	32	21.67	31.52
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.gen_operation_groups[3].i_opgroup_block.i_arbiter.gen_arbiter.gen_levels[1]	6	130	32	21.67	31.52
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.gen_operation_groups[3].i_opgroup_block.i_arbiter.gen_arbiter.gen_levels[1].gen_level[0]	3	65	32	21.67	31.52
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.gen_operation_groups[3].i_opgroup_block.i_arbiter.gen_arbiter.gen_levels[1].gen_level[1]	3	65	32	21.67	31.52
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.gen_operation_groups[3].i_opgroup_block.i_arbiter.gen_arbiter.gen_levels[2]	12	260	32	21.67	31.52
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.gen_operation_groups[3].i_opgroup_block.i_arbiter.gen_arbiter.gen_levels[2].gen_level[0]	3	65	32	21.67	31.52
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.gen_operation_groups[3].i_opgroup_block.i_arbiter.gen_arbiter.gen_levels[2].gen_level[1]	3	65	32	21.67	31.52
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.gen_operation_groups[3].i_opgroup_block.i_arbiter.gen_arbiter.gen_levels[2].gen_level[2]	3	65	32	21.67	31.52
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.gen_operation_groups[3].i_opgroup_block.i_arbiter.gen_arbiter.gen_levels[2].gen_level[3]	3	65	32	21.67	31.52
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.i_arbiter	63	947	156	15.03	59.63
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.i_arbiter.gen_arbiter	46	636	117	13.83	43.23
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.i_arbiter.gen_arbiter.gen_int_rr	30	274	32	9.13	23.93
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.i_arbiter.gen_arbiter.gen_int_rr.gen_fair_arb	29	272	32	9.38	24.10
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.i_arbiter.gen_arbiter.gen_int_rr.gen_fair_arb.i_lzc_lower	11	128	32	11.64	25.42
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.i_arbiter.gen_arbiter.gen_int_rr.gen_fair_arb.i_lzc_lower.gen_lzc	5	56	32	11.20	21.14
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.i_arbiter.gen_arbiter.gen_int_rr.gen_fair_arb.i_lzc_upper	11	128	32	11.64	25.42
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.i_arbiter.gen_arbiter.gen_int_rr.gen_fair_arb.i_lzc_upper.gen_lzc	5	56	32	11.20	21.14
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.i_arbiter.gen_arbiter.gen_levels[0]	3	65	32	21.67	31.52
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.i_arbiter.gen_arbiter.gen_levels[0].gen_level[0]	3	65	32	21.67	31.52
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.i_arbiter.gen_arbiter.gen_levels[1]	6	130	32	21.67	31.52
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.i_arbiter.gen_arbiter.gen_levels[1].gen_level[0]	3	65	32	21.67	31.52
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.genblk1[0].fpu_fpnew.genblk3[3].fpnew_core.i_arbiter.gen_arbiter.gen_levels[1].gen_level[1]	3	65	32	21.67	31.52
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.per_block_commit_if[0]	5	242	176	48.40	136.47
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.fpu_unit.per_block_execute_if[0]	5	541	475	108.20	420.84
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_mem_if[0]	12	613	283	51.08	169.97
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit	250	10274	475	41.10	218.03
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.commit_if[0]	5	242	176	48.40	136.47
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.dispatch_if[0]	3	474	472	158.00	470.01
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.dispatch_unit	45	2375	475	52.78	352.04
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.dispatch_unit.dispatch_if[0]	3	474	472	158.00	470.01
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.dispatch_unit.execute_if[0]	5	541	475	108.20	420.84
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.dispatch_unit.genblk5[0]	6	7	2	1.17	1.29
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.gather_unit	33	1472	176	44.61	126.11
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.gather_unit.commit_in_if[0]	5	242	176	48.40	136.47
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.gather_unit.commit_out_if[0]	5	242	176	48.40	136.47
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.gather_unit.genblk5[0]	7	374	176	53.43	132.16
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.gather_unit.genblk5[0].commit_tmp_if	5	242	176	48.40	136.47
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.lsu_mem_if[0]	12	613	283	51.08	169.97
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.lsu_slices[0]	139	4250	475	30.58	140.14
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.lsu_slices[0].lsu_slice	138	4249	475	30.79	140.17
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.lsu_slices[0].lsu_slice.commit_if	5	242	176	48.40	136.47
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.lsu_slices[0].lsu_slice.commit_no_rsp_if	5	242	176	48.40	136.47
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.lsu_slices[0].lsu_slice.commit_rsp_if	5	242	176	48.40	136.47
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.lsu_slices[0].lsu_slice.execute_if	5	541	475	108.20	420.84
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.lsu_slices[0].lsu_slice.genblk13[0]	3	56	32	18.67	24.00
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.lsu_slices[0].lsu_slice.genblk13[1]	3	56	32	18.67	24.00
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.lsu_slices[0].lsu_slice.genblk13[2]	3	56	32	18.67	24.00
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.lsu_slices[0].lsu_slice.genblk13[3]	3	56	32	18.67	24.00
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.lsu_slices[0].lsu_slice.genblk4[0]	5	130	26	26.00	26.00
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.lsu_slices[0].lsu_slice.genblk4[1]	5	130	26	26.00	26.00
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.lsu_slices[0].lsu_slice.genblk4[2]	5	130	26	26.00	26.00
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.lsu_slices[0].lsu_slice.genblk4[3]	5	130	26	26.00	26.00
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.lsu_slices[0].lsu_slice.genblk8[0]	1	4	4	4.00	4.00
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.lsu_slices[0].lsu_slice.genblk8[1]	1	4	4	4.00	4.00
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.lsu_slices[0].lsu_slice.genblk8[2]	1	4	4	4.00	4.00
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.lsu_slices[0].lsu_slice.genblk8[3]	1	4	4	4.00	4.00
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.lsu_slices[0].lsu_slice.genblk9[0]	1	1	1	1.00	1.00
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.lsu_slices[0].lsu_slice.genblk9[1]	1	1	1	1.00	1.00
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.lsu_slices[0].lsu_slice.genblk9[2]	1	1	1	1.00	1.00
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.lsu_slices[0].lsu_slice.genblk9[3]	1	1	1	1.00	1.00
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.lsu_slices[0].lsu_slice.lsu_mem_if	12	613	283	51.08	169.97
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.per_block_commit_if[0]	5	242	176	48.40	136.47
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.lsu_unit.per_block_execute_if[0]	5	541	475	108.20	420.84
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sched_csr_if	7	70	44	10.00	31.69
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit	295	11563	475	39.20	246.25
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.arb_commit_if[0]	5	242	176	48.40	136.47
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.commit_csr_if	1	44	44	44.00	44.00
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.commit_if[0]	5	242	176	48.40	136.47
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.csr_commit_if	5	242	176	48.40	136.47
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.csr_execute_if	5	541	475	108.20	420.84
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.csr_unit	79	2330	475	29.49	156.19
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.csr_unit.commit_csr_if	1	44	44	44.00	44.00
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.csr_unit.commit_if	5	242	176	48.40	136.47
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.csr_unit.csr_data	32	523	72	16.34	36.17
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.csr_unit.csr_data.commit_csr_if	1	44	44	44.00	44.00
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.csr_unit.csr_data.fpu_csr_if[0]	5	13	5	2.60	3.31
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.csr_unit.execute_if	5	541	475	108.20	420.84
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.csr_unit.fpu_csr_if[0]	5	13	5	2.60	3.31
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.csr_unit.sched_csr_if	7	70	44	10.00	31.69
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.dispatch_if[0]	3	474	472	158.00	470.01
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.dispatch_unit	45	2375	475	52.78	352.04
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.dispatch_unit.dispatch_if[0]	3	474	472	158.00	470.01
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.dispatch_unit.execute_if[0]	5	541	475	108.20	420.84
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.dispatch_unit.genblk5[0]	6	7	2	1.17	1.29
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.fpu_csr_if[0]	5	13	5	2.60	3.31
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.gather_unit	33	1472	176	44.61	126.11
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.gather_unit.commit_in_if[0]	5	242	176	48.40	136.47
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.gather_unit.commit_out_if[0]	5	242	176	48.40	136.47
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.gather_unit.genblk5[0]	7	374	176	53.43	132.16
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.gather_unit.genblk5[0].commit_tmp_if	5	242	176	48.40	136.47
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.per_block_execute_if[0]	5	541	475	108.20	420.84
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.sched_csr_if	7	70	44	10.00	31.69
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.warp_ctl_if	9	98	41	10.89	31.22
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.wctl_commit_if	5	242	176	48.40	136.47
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.wctl_execute_if	5	541	475	108.20	420.84
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.wctl_unit	61	1376	475	22.56	202.20
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.wctl_unit.commit_if	5	242	176	48.40	136.47
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.wctl_unit.execute_if	5	541	475	108.20	420.84
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.sfu_unit.wctl_unit.warp_ctl_if	9	98	41	10.89	31.22
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.execute.warp_ctl_if	9	98	41	10.89	31.22
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.fetch	29	462	73	15.93	43.13
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.fetch.fetch_if	3	72	70	24.00	68.08
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.fetch.icache_bus_if	11	272	73	24.73	42.93
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.fetch.schedule_if	3	40	38	13.33	36.15
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.fetch_if	3	72	70	24.00	68.08
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.genblk1[0]	67	2745	180	40.97	112.27
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.genblk1[0].dcache_bus_tmp_if[0]	11	474	179	43.09	114.61
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.genblk1[0].dcache_coalesced_if	12	508	180	42.33	110.18
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.genblk1[0].genblk1	1	1	1	1.00	1.00
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.genblk1[0].lsu_adapter	42	1761	180	41.93	112.36
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.genblk1[0].lsu_adapter.lsu_mem_if	12	508	180	42.33	110.18
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.genblk1[0].lsu_adapter.mem_bus_if[0]	11	474	179	43.09	114.61
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.icache_bus_if	11	272	73	24.73	42.93
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.issue	263	16589	512	63.08	350.86
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.issue.decode_if	5	172	106	34.40	77.24
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.issue.dispatch_if[0]	3	474	472	158.00	470.01
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.issue.dispatch_if[1]	3	474	472	158.00	470.01
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.issue.dispatch_if[2]	3	474	472	158.00	470.01
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.issue.dispatch_if[3]	3	474	472	158.00	470.01
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.issue.issue_slices[0]	240	14341	512	59.75	340.68
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.issue.issue_slices[0].issue_slice	222	12272	512	55.28	324.42
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.issue.issue_slices[0].issue_slice.decode_if	5	172	106	34.40	77.24
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.issue.issue_slices[0].issue_slice.dispatch	24	2421	472	100.88	460.57
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.issue.issue_slices[0].issue_slice.dispatch.dispatch_if[0]	3	474	472	158.00	470.01
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.issue.issue_slices[0].issue_slice.dispatch.dispatch_if[1]	3	474	472	158.00	470.01
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.issue.issue_slices[0].issue_slice.dispatch.dispatch_if[2]	3	474	472	158.00	470.01
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.issue.issue_slices[0].issue_slice.dispatch.dispatch_if[3]	3	474	472	158.00	470.01
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.issue.issue_slices[0].issue_slice.dispatch.genblk2[0]	1	1	1	1.00	1.00
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.issue.issue_slices[0].issue_slice.dispatch.genblk2[1]	1	1	1	1.00	1.00
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.issue.issue_slices[0].issue_slice.dispatch.genblk2[2]	1	1	1	1.00	1.00
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.issue.issue_slices[0].issue_slice.dispatch.genblk2[3]	1	1	1	1.00	1.00
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.issue.issue_slices[0].issue_slice.dispatch.operands_if	3	474	472	158.00	470.01
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.issue.issue_slices[0].issue_slice.dispatch_if[0]	3	474	472	158.00	470.01
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.issue.issue_slices[0].issue_slice.dispatch_if[1]	3	474	472	158.00	470.01
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.issue.issue_slices[0].issue_slice.dispatch_if[2]	3	474	472	158.00	470.01
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.issue.issue_slices[0].issue_slice.dispatch_if[3]	3	474	472	158.00	470.01
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.issue.issue_slices[0].issue_slice.ibuffer	20	633	106	31.65	90.99
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.issue.issue_slices[0].issue_slice.ibuffer.decode_if	5	172	106	34.40	77.24
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.issue.issue_slices[0].issue_slice.ibuffer.ibuffer_if[0]	3	106	104	35.33	102.06
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.issue.issue_slices[0].issue_slice.ibuffer.ibuffer_if[1]	3	106	104	35.33	102.06
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.issue.issue_slices[0].issue_slice.ibuffer.ibuffer_if[2]	3	106	104	35.33	102.06
