# ncycles	40896
path	depth	nbits	toggles	busy	nbursts	bsum	maxburst	nidle	isum	maxidle	bhist	ihist	thresh	busy2	nbursts2	bsum2	maxburst2	nidle2	isum2	maxidle2	bhist2	ihist2
tb.dut.clusters[0].cluster.per_socket_mem_bus_if[0]	4	1298	206900	7050	1548	7050	387	1549	33846	784	138,422,634,92,90,51,19,10,33,29,4,1,0,2,0,1,6,6,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	150,105,99,63,49,52,44,47,72,88,45,44,41,15,49,18,369,87,70,33,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	7	4021	1515	4021	328	1516	36875	804	583,644,85,77,67,10,6,15,1,3,4,1,3,0,0,2,8,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	194,69,129,108,45,30,46,19,34,47,36,28,66,42,24,44,302,127,75,40,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tb.dut.clusters[0].cluster.socket_dcr_bus_if	4	45	25	10	1	10	10	2	40886	40877	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0	2	7	3	7	4	4	40889	40878	1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tb.dut.clusters[0].cluster.socket_dcr_bus_tmp_if	4	45	25	10	1	10	10	2	40886	40877	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0	2	7	3	7	4	4	40889	40878	1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tb.dut.clusters[0].cluster.sockets[0]	4	401737	70515773	40885	2	40885	40866	2	11	10	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0	1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	2009	13257	4042	13257	122	4043	27639	374	1622,803,409,436,265,97,84,48,47,70,39,18,15,14,7,9,48,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1349,528,471,347,186,114,141,121,105,82,59,41,35,44,38,31,249,60,29,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tb.dut.clusters[0].cluster.sockets[0].socket	5	401736	70515771	40885	2	40885	40866	2	11	10	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0	1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	2009	13257	4042	13257	122	4043	27639	374	1622,803,409,436,265,97,84,48,47,70,39,18,15,14,7,9,48,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1349,528,471,347,186,114,141,121,105,82,59,41,35,44,38,31,249,60,29,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tb.dut.clusters[0].cluster.sockets[0].socket.core_dcr_bus_if	6	45	25	10	1	10	10	2	40886	40877	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0	2	7	3	7	4	4	40889	40878	1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0]	6	263404	48000871	40884	2	40884	40865	2	12	10	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1318	13564	3377	13564	95	3378	27332	903	1084,596,301,436,292,131,108,71,65,64,58,24,22,16,20,23,54,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1144,492,353,236,129,91,132,98,108,75,64,28,29,24,25,43,153,89,51,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core	7	263403	48000869	40884	2	40884	40865	2	12	10	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1318	13564	3377	13564	95	3378	27332	903	1084,596,301,436,292,131,108,71,65,64,58,24,22,16,20,23,54,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1144,492,353,236,129,91,132,98,108,75,64,28,29,24,25,43,153,89,51,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.branch_ctl_if[0]	8	35	94451	10081	3506	10081	15	3507	30815	952	77,1993,414,620,262,77,25,18,7,8,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	626,480,335,552,145,213,181,130,104,138,64,38,39,39,47,24,201,102,33,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	2	9287	3703	9287	13	3704	31609	952	514,1991,457,463,183,54,17,14,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	748,479,348,568,178,206,173,131,113,130,75,49,38,43,49,24,198,104,34,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.commit	8	2317	2438887	25637	2339	25637	231	2340	15259	301	0,2,0,0,678,172,233,174,164,150,167,57,58,49,41,29,289,63,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	576,196,337,232,151,124,157,43,118,40,28,49,20,40,23,15,148,39,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	12	19476	3555	19476	207	3556	21420	325	145,139,1262,321,560,307,185,139,179,80,52,54,15,9,11,13,59,22,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	862,385,543,239,242,306,156,122,147,38,74,84,28,38,25,39,179,45,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.commit.commit_arb_if[0]	9	242	582363	15034	4425	15034	206	4426	25862	319	6,2329,653,721,392,128,60,43,24,17,12,6,3,0,4,0,3,20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1007,648,434,577,193,337,232,151,124,158,42,119,39,28,49,20,211,53,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	2	14673	4741	14673	39	4742	26223	319	344,2451,663,634,330,127,57,40,22,15,11,4,3,0,2,0,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1311,655,437,579,193,338,232,150,125,155,43,119,40,28,49,20,208,56,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tb.dut.clusters[0].cluster.sockets[0].socket.cores[0].core.commit.commit_csr_if	9	44	17126	8557	5659	8557	16	5660	32339	329	3891,1077,445,165,39,21,4,7,3,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1122,1021,669,453,596,197,343,237,153,126,160,42,119,39,29,49,238,63,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	2	4293	4271	4293	3	4272	36603	333	4252,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	559,300,353,334,470,226,256,210,206,228,231,113,76,112,107,54,301,132,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
